,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923663609.9,985239504.0,False,,11,,,,2025-04-19T15:17:00.000Z,9.308960212365509,1852039.39186137,-13.3975,0.42827412,2.83673187,-0.84749465,-5.00188624,-4.88580688,-3.83595751,8598347794.168997,0.3193,9171555342.39,,2025-04-19T15:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-19 10:16:49.861527
11,1975,Chainlink,LINK,chainlink,1993,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-19T15:16:00.000Z,12.794483298487688,146738519.20119947,-29.8743,0.21610674,2.48502783,-2.86832415,-12.2946209,-28.70952319,-50.06343274,8407254597.394932,0.3122,12794483298.49,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-19 10:16:49.861527
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416045344.86218244,452714844.86218244,False,,13,,,,2025-04-19T15:16:00.000Z,19.74694546344801,131182990.26024674,-19.2368,0.43402381,4.61047205,-1.00803488,3.52661079,-16.80511405,-48.96258309,8215624735.314937,0.3051,14133850919.63,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:16:49.861527
13,512,Stellar,XLM,stellar,702,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30824177778.446426,50001786892.81785,False,,14,,,,2025-04-19T15:17:00.000Z,0.245415925713953,78497341.86174263,-21.4207,-0.14921673,1.61607139,-0.33807099,-14.3909987,-24.1999616,-47.03156737,7564744123.868889,0.2809,12271239706.14,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
14,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509942217.6537137,5127619970.933823,True,,15,,,,2025-04-19T15:16:00.000Z,2.979860824330139,67730128.15803497,-28.9076,0.00952419,-0.69625925,-0.20694564,-22.07133679,-18.57903247,-42.23933139,7479278485.718613,0.2778,15279593873.44,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:16:49.861527
15,5994,Shiba Inu,SHIB,shiba-inu,957,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589250405162197.6,589504512155280.8,False,,16,589552695333683.0,7185683657.863229,,2025-04-19T15:16:00.000Z,1.2188365373846995e-05,112741091.55785222,2.2097,-0.03853532,1.03995047,-2.78690804,-5.34929816,-20.09223167,-44.03670444,7181999234.804242,0.2667,7185683657.86,,2025-04-19T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-04-19 10:16:49.861527
16,4642,Hedera,HBAR,hedera,336,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42228651561.96572,50000000000.0,False,,17,,,,2025-04-19T15:17:00.000Z,0.16564062617654846,104344675.99151233,-21.4664,0.03171123,1.05118045,-4.97172548,-14.13464096,-18.44837501,-52.4333619,6994780287.315283,0.2598,8282031308.83,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
17,20947,Sui,SUI,sui,609,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3249982900.4588876,10000000000.0,False,,18,3249982900.4588876,6978537294.55675,,2025-04-19T15:17:00.000Z,2.147253542032914,346662128.6648064,-29.7898,0.03633332,1.92151808,-6.60568819,-12.20920798,-30.70342091,-56.29370105,6978537294.55675,0.2591,21472535420.33,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:16:49.861527
18,1831,Bitcoin Cash,BCH,bitcoin-cash,1011,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19858359.375,19858359.375,False,,19,,,,2025-04-19T15:16:00.000Z,337.57972847755383,156948366.54834682,-28.8877,0.00956592,-0.71009052,1.42062606,-0.61767332,7.10828442,-27.03599681,6703779565.8221855,0.249,7089174298.03,,2025-04-19T15:16:00.000Z,,,,,,2025-04-19 10:16:49.861527
19,32196,Hyperliquid,HYPE,hyperliquid,71,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,20,333931719.0,6034058246.683858,,2025-04-19T15:17:00.000Z,18.06973672568031,107707738.76527463,-28.9475,0.23510909,8.98806622,15.43820074,20.76889165,-24.55397474,-17.94152144,6033994297.885586,0.2241,18069736725.68,,2025-04-19T15:17:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-04-19 10:16:49.861527
,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12041,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19853462.0,19853462.0,False,,1,,,,2025-04-19T15:18:00.000Z,85342.41608113,13352118513.214943,-22.8319,-0.03780346,1.03666276,0.55963851,-0.41445487,-10.53914267,-18.30702776,1694342414654.9033,62.9199,1792190737703.73,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
1,1027,Ethereum,ETH,ethereum,10138,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120703159.49029723,120703159.49029723,True,,2,,,,2025-04-19T15:18:00.000Z,1606.057310821909,6787525762.280642,-26.2137,0.07066169,1.42503703,-3.32069669,-19.01289135,-40.04271088,-52.53419132,193856191738.69473,7.1989,193856191738.69,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
2,825,Tether USDt,USDT,tether,124735,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144640112847.93365,148032435823.63278,True,,3,,,,2025-04-19T15:17:00.000Z,0.9997532858699272,32179133751.780144,-21.9503,-0.01441799,-0.015123,0.02344917,-0.01447418,-0.02785099,0.0979364,144604428088.31876,5.3699,147995914130.01,,2025-04-19T15:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-19 10:17:50.059387
3,52,XRP,XRP,xrp,1591,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58394167593.0,99986232255.0,False,,4,,,,2025-04-19T15:18:00.000Z,2.0832422377777977,1556260815.5717394,-29.375,-0.17357469,1.09331742,-3.2235571,-15.8266493,-18.72713374,-33.32562136,121649196369.61308,4.5175,208324223777.78,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
4,1839,BNB,BNB,bnb,2473,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140890885.86,140890885.86,False,,5,,,,2025-04-19T15:17:00.000Z,589.8039690690238,1268262240.2457144,-12.3499,0.1543354,-0.64214901,-1.38144625,-5.84901033,-9.63863051,-15.22165676,83098003685.8788,3.0859,83098003685.88,,2025-04-19T15:17:00.000Z,,,,,,2025-04-19 10:17:50.059387
5,5426,Solana,SOL,solana,899,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516600345.1296557,598877005.5735406,True,,6,,,,2025-04-19T15:18:00.000Z,139.6741593811702,2270221998.8217587,-21.4231,0.11473679,5.18434552,7.00254317,7.60377351,-15.96733527,-47.32926742,72155718942.00706,2.6797,83647642326.2,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
6,3408,USDC,USDC,usd-coin,27215,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60905869233.36766,60905869233.36766,False,,7,,,,2025-04-19T15:18:00.000Z,0.9997991905985586,4108117172.8497834,-37.3405,-0.01163534,-0.02040521,-0.00529469,-0.0002776,-0.01484763,-0.01646226,60893638762.22264,2.2613,60893638762.22,,2025-04-19T15:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-19 10:17:50.059387
7,74,Dogecoin,DOGE,dogecoin,1207,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148918606383.70523,148918606383.70523,True,,8,,,,2025-04-19T15:18:00.000Z,0.15820859622764397,497560089.0911355,-6.4186,-0.19480883,1.53323272,-4.96857089,-7.89609319,-36.51941975,-59.17650055,23560203668.143063,0.8749,23560203668.14,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
8,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94949074080.871,94949089168.34471,True,,9,,,,2025-04-19T15:18:00.000Z,0.24216656106417972,407361728.0177737,-13.2345,-0.27424699,-0.33358721,-2.96239671,4.73863927,3.30540328,0.4163358,22993490746.39257,0.8539,22993494400.07,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
9,2010,Cardano,ADA,cardano,1506,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-19T15:18:00.000Z,0.6245155144169623,387308953.839064,-1.9024,-0.38996885,1.63731138,-5.24158159,-15.48197538,-19.09963503,-41.8633756,22037350418.47597,0.8184,28103198148.76,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923663609.9,985239504.0,False,,11,,,,2025-04-19T15:18:00.000Z,9.308969576595507,1851910.59174773,-13.4174,0.42820879,2.84803514,-0.83212525,-4.9738416,-4.81932168,-3.76029454,8598356443.56748,0.3193,9171564568.4,,2025-04-19T15:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-19 10:17:50.059387
11,1975,Chainlink,LINK,chainlink,1993,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-19T15:18:00.000Z,12.792389971089879,146730017.32914674,-29.8474,0.22451583,2.45707287,-2.80839482,-11.97083245,-28.53624756,-49.75575061,8405879072.023684,0.3122,12792389971.09,,2025-04-19T15:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-19 10:17:50.059387
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416045344.86218244,452714844.86218244,False,,13,,,,2025-04-19T15:18:00.000Z,19.73960838269026,131262868.98616545,-19.1495,0.4300152,4.56837389,-1.09663026,3.85078086,-16.53326867,-48.83957374,8212572177.020797,0.305,14128599413.47,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
13,512,Stellar,XLM,stellar,702,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30824177778.446426,50001786892.81785,False,,14,,,,2025-04-19T15:18:00.000Z,0.24540044204340586,78502793.90284137,-21.3884,-0.13480781,1.62323202,-0.62080675,-13.98984464,-23.98362044,-46.82629679,7564266852.455281,0.2809,12270465494.63,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
14,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509942217.6537137,5127619970.933823,True,,15,,,,2025-04-19T15:18:00.000Z,2.9796582791548345,67703798.96131875,-28.9503,0.00880665,-0.70393084,-0.31530138,-21.70744524,-18.35739576,-42.07179117,7478770109.032134,0.2777,15278555298.75,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
15,5994,Shiba Inu,SHIB,shiba-inu,957,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589250405162197.6,589504512155280.8,False,,16,589552695333683.0,7185911762.935512,,2025-04-19T15:18:00.000Z,1.2188752285948472e-05,112790977.91902429,2.2168,-0.02518343,1.03447181,-2.96790398,-5.10060836,-19.84426455,-43.83329161,7182227222.9168,0.2667,7185911762.94,,2025-04-19T15:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-04-19 10:17:50.059387
16,4642,Hedera,HBAR,hedera,336,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42228651561.96572,50000000000.0,False,,17,,,,2025-04-19T15:18:00.000Z,0.16562803565662174,104377328.50480819,-21.4128,0.07013405,1.0506575,-5.15038072,-13.82175542,-18.17840429,-52.19213461,6994248606.636313,0.2597,8281401782.83,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
17,20947,Sui,SUI,sui,609,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3249982900.4588876,10000000000.0,False,,18,3249982900.4588876,6977822136.9929905,,2025-04-19T15:18:00.000Z,2.1470334923939887,346684270.8159038,-29.7142,0.02429787,1.91753811,-6.83604171,-11.78669384,-30.52521416,-56.20963359,6977822136.9929905,0.2591,21470334923.94,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
18,1831,Bitcoin Cash,BCH,bitcoin-cash,1011,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19858359.375,19858359.375,False,,19,,,,2025-04-19T15:18:00.000Z,337.5349878452694,156892368.60761935,-28.9315,0.00639824,-0.76325303,-0.11805635,-0.38367854,7.34003473,-26.85479348,6702891090.267617,0.2489,7088234744.75,,2025-04-19T15:18:00.000Z,,,,,,2025-04-19 10:17:50.059387
19,32196,Hyperliquid,HYPE,hyperliquid,71,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,20,333931719.0,6033758883.555311,,2025-04-19T15:18:00.000Z,18.06884024561713,107706713.1521474,-28.9433,0.23935503,8.98399195,14.98351649,21.83669324,-24.10575054,-17.69779356,6033694937.929682,0.2241,18068840245.62,,2025-04-19T15:18:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-04-19 10:17:50.059387
